,label,text,sentiment,confidence
271671,3,"Stayed here over Thanksgiving weekend. Been staying here 5+ times and each time, I had a great time. \n\nEverything you need is here, from gambling to shopping.\n\nMy favorite is the ABC Store. Reasonable prices and sell bottles of booze. Do what I did, buy a bottle and chug it on the strip. I'm a cheap date.\n\nRooms were great, stayed at the resort room with HD flat screen TV. Beds were comfy and the front desk are nice. I will stay here without a doubt again.\n\nThere is a resort free which includes a newspaper and two bottles of water a day. Rip off, but be nice to the front desk and they might waive it. I asked and they did and saved me $5 a day.",1.0,0.9005526900291443
399211,3,"These hot dogs are really delicious and I love the interesting combinations of toppings that are available. The buns are amazing and my understanding is that they are actually produced at a bakery just around the corner from Dormont Dogs. My only complaint is that I wish the seating were a little less cramped, but it's a relatively new, up-and-coming shop so it makes total sense that they are in a smallish space. Dormont is a cool neighborhood so the clientele here tend to be pretty friendly and laid-back, as do the staff.",1.0,0.9995298385620117
606889,0,"Apparently some people renting wave about this place I was not impressed by the least service I thought was kind of slow not friendly at all very limited on items they don't sell too much for me to eat, it's some kind of Mexican Spanish fusion food it was awful maybe you enjoy it, The pictures I took do look good the inside of the restaurant has some nice areas but again I was not impressed with the food,it  wasn't to my taste.",0.0,0.9991745352745056
545211,1,"If you can find a doctors office with a higher rating go to them! I am not 100 percent against adelante obgyn located in avondale but the wait time is super ridiculous, especially when you have a 2 year old and have to wait atleast 40 minutes past your appointment time every time you go no matter if you show up 15 minutes early or on time. The staff are friendly but not very personable. I had to go more often than most but felt like no one there ever remembered me including the doctors. The only reason why I stuck with them is because I did not want to go through the hassle of getting all my information switched to another office. To top it all off their ultrasound machine is not the greatest. With my first pregnancy we got way better pictures!",0.0,0.9986363053321838
597482,3,"Why-oh-why does this place have to be sooooo far from me!\n\nHeard/saw all the hub-bub about this place through many friends and on Instagram.\n\nIt's located on the Eastside, which is completely faaaaaaaaaaar away from me. I mean, I had to go onto the 95 to get there.....for the record, I never go on the 95. \n\nThe BF bought tickets online, which is waaaay cool cause you don't have to worry about being early enough to get good seats. We wound up leaving lunch at Thelma's 5 minutes before movie.\nThey have typical movie fare of popcorn, nachos, and ice BUT, also, had beer, wine, and premium hotdogs. \nThe seats are incredibly comfy and are lazyboy recliners. Despite watching Fast 6 (with all its action), I still fell asleep bcuz the seats are so comfs and I was tired from clubbing the night before.\nWith that being said ---- watch a movie when you're not tired or you could sleep thru the whole thing.",0.0,0.9954578876495361
133832,0,"Mediocre food, Apathetic management , and a long wait for the food.  Quite possibly one of the worst food experiences I've had in a long time. Do not come here.",0.0,0.9997615218162537
205788,4,"Brak has been a Cardinals season ticket holder since Jiffy Pop Stadium (its real name, ignore that advertisement on the side) opened in '06.  Brak has been to MANY stadiums and arenas all over the country, and you know what?  JPS is truly one of the elite, a world-class venue if ever there was one.  I haven't been to Jerry Jones' new palace in Dallas yet, which is supposed to be the gold standard now, but it would automatically lose 2 stars for that ginormous, 60 yard long drive-in theatre screen hanging over the field.  What the hell was Jerry thinking???!!  I go to the game to watch the game, not be distracted by a monstrosity like that.\n\nParking here and traffic flow are a breeze.  We now manage to get in and out of the Blue lot super-quickly, thanks to strategic parking.  We can stay at the game until the final gun and still fly out of the lot with almost no wait.  And, amazingly, the Blue lot is still free.  Amazing.\n\nThe Brak-O-Meter actually registers 4.5 stars for JPS (errrr, UOP) stadium, with a half-star deducted for the crummy food, which didn't get ANY better when they canned the old caterer after last year.  But Brak generally rounds up, and the rest of the joint tips the scales in that direction.  One last note - Michael Bidwill, PLEASE open the roof on nice days late in the season.  It's a travesty to sit in there with it shut when it's 70-80 degrees outside.",1.0,0.9612110257148743
384355,4,"My wife bought me a gift card to V's for Christmas 10 years ago.  I was skeptical at first ...I'd been an $8 haircut guy up until then... but that all changed.  Since then I don't think I've been anywhere else to get a haircut.  The haircut is great, but the service and atmosphere are a welcome change from your regular salon experience.  I usually have Yelenna cut my hair if I make an appointment, but also do a walk-in if scheduling is an issue.\n\nNormally I do just a cut and a wash every 5 weeks or so.  A few times a year I'll treat myself to The Whole Deal (Haircut, Shave & Facial) and it is THE BEST.  I wish I could afford this every time.  \n\nIf I could change anything I'd bring back the beer and cigars you used to be able to have in the chair.  But the world changes I guess.  \n\nThey do a great job and treat you right.  Best haircut & shave I've ever had.",1.0,0.9996318817138672
253302,0,"Haven't eaten here in years.  Their food is mediocre but they deliver & we are hungry.  I ordered over an hour & a half ago.  I understand it is Saturday night but really.\n\nThank you for confirming that this place sucks on many levels.  Last time I ordered from this place (a few years back) there was plastic in my soup.  I thought it was a fluke but called to complain & they asked for proof.\n\nThis food better be good.\n\nI doubt it.  \n\nNever again let hunger override better judgement.\n\nIt took 1 hour & 45 minutes to arrive at my house.  I will be calling tomorrow to complain.\n\n Just as horrible as expected.  Every dish was barely above warm.  Bland & the chicken teriyaki was hard, dry & teriyucky!  Do not eat here!  Let them shrivel up, close & allow a good restaurant to open in it's place.",0.0,0.9974032044410706
57831,2,"Mall l, but I desperately need a beer break from school shopping. And since I was there, I had to have a burger. Not the best burger in town, but an acceptable alternative when out shopping",0.0,0.8129909634590149
680275,0,"they charge a 10% restocking fee. The employees will not tell you about it till you bring the item back, even if you ask about the return process.",0.0,0.9936791062355042
281960,3,"Best buffet in Vegas?  Probably not, but a damn good value with pretty decent food.  We ate here a couple times - simply because we were gambling all night and got comped a lot. :)  BUT, we found the food to be quite tasty and the champagne made us feel like the high-rollers that we kinda were those nights...  It was a great feeling to cut in front of the line with our vouchers and go right in.  \n\nThe prime rib was very good, but the ham was amazing.  It was fun to sample a little bit of everything, but it's hard to not keep ringing the prime rib bell when given the chance.  I didn't mess with the desserts much.  The fruit was fresh and had good flavor - something I always worry about with buffets.",1.0,0.999471127986908
422399,0,My order is wrong 80% of the time. I think I will frequent the other coffee shops instead.,0.0,0.9997797608375549
7878,1,Not a fan at all.  \n\nAlthough the place is bright and clean I found the airport staff to be extremely unfriendly.\n\nThe bathroom attendents are sort of weird too.,0.0,0.8849710822105408
50429,0,"WARNING!!!!!! RACISTS!!!! WORK HERE!!!!\nTHE WORST MEDICAL FACILITY EVER!!!!!!\n\nThe two times I have come here for service. The desk lady seemed as though she was more interested in watching the TV. I was asked to fill out paper work, then she just looked at me and handed the a board with a paper and said \""Fill it Out!\"" instead of \""How may I help You\"" this was ghetto service all the way. I noticed that she favored \""Mexican\"" customers and spoke to them in Spanish and treated them with a smile, but when it came to white customers she was very hateful. I'm not racist, and don't believe in racism, but it does not belong in the workplace. I had to wait there and non white customers were there after I came in she had them seen first. I was going to complain, however I waited and waited till I was the only patient left. Then she said \""Here\"" rudely held up my insurance card in the air for me to get, I'm sorry but this was the most Fucking rude place Ever! Unless you are Mexican, be advised you will be treated like Shit BEWARE!\n\nBTW: Employees at Urgent Card If you don't like a certain race keep it to your fucking self and out of the workplace I hate Fucking racists!!\n\nI Will NEVER go here EVER AGAIN!",0.0,0.9994706511497498
102953,1,"Twice in 1 week you have really let me down. For years I have had nothing but great food and great service. Then.......I called earlier this week to order a chopped salad that my pregnant wife was craving. You weren't serving despite the fact that you were opened. \n\nThen last night was a joke. I ordered take out, chopped salad and a short rib dinner. When I got it home it was a Chopped salad and shirt rib risotto. When I called back in they had no apology just a \""Oh we'll be happy to make you a shirt rib dinner.\"" Of course that means I have to drive back downtown.......oh, and did I mention the traffic because of a wine festival?\n\nWhen I got there, no apologies, no discount, no complimentary dessert........",0.0,0.9884546995162964
275355,0,"I just visited The Coffee Shop which is part of Joe's Farm Grill in Gilbert and it was awful. The service was terrible (couldn't make a sandwich correctly and the restaurant was out of meats and bread) and the cupcakes are no better than store bought or box mix cupcakes. The owners lost twice on Cupcake Wars and now I know why. \n\nA tiny BLT and a Tuna sandwich (with maybe a tablespoon full of Tuna) with chips, two cokes and two small cupcakes were $30. I will not be going back to this place and I would recommend that you not waste your time or money.",0.0,0.9989436268806458
665672,4,"I have used Bobby Q'S for years for major events and dinner. I not only would try to eat here as much as possible I catered them for my wedding reception, and several family parties. \n\nSo since I have moved to Houston I went here as soon as I came home. For Texas to be known for BBQ I can say Bobby slays the majority of them with his cooking. Not only is all the meat good but the side dishes are out of this world. \n\nWe ordered the Whole hog heaven which is a BBQ lovers dream. We choose both Baby back ribs and St. Louis-TENDER FALL OF THE BONE\n\nBrisket-Incredible but most importantly consistent. for all the years I have been coming it is always melt in your mouth incredible.\n\nChicken-So tender and smoky I die\n\nSides\nMac and Cheese-Always so delicious although this time it was slightly off, I couldn't put my finger on it. I would like to believe it was just a bad batch, because its always so creamy and full of velvetta, YES.\n\nPotato Salad-Perfectly seasoned too perfection, Served super cold and reminds you of summer.\n\nCorn bread-From scratch moist and sweet. You could eat a pound of these.\n\nBBQ Sauces-Hot and Reg-Thick, balanced and rich the only type of sauce that should be on BBQ. Think Sweet Baby Rays X10\n\nLast the complimentary donuts- DO NOT MISS THESE TREASURES.",1.0,0.9968967437744141
599895,1,"Honestly I will NEVER come back to this place, not only was I over charged for some nails that were TOO thin, 3 nails broke in less than two weeks. The woman I went to was very rude. I'm so disappointed.",0.0,0.9989680051803589
233352,0,"The only reason to go here is if you know EXACTLY what you want and don't need any help - employees tend to congregate in groups talking about everything except for how to help the customers.  While you can find a wide variety of computer building stuff, everything else here (tv's, phones, ipods and Macs, sound systems, etc) can be found at other retailers with competitive prices and employees who can actually help you.  \n\nForget about them standing behind their product... I've had two separate incidents where they would not stand behind what the sold: \n#1: A PC I bought here crashed two (2) days after the warranty expired.  Would they help?  NO!\n#2: I bought a set of headphones that were repackaged.  Of course I was not aware it was missing numerous components until I got home and opened the headphones.  The store is and hour out of my way (that's two hours in total).  I want compensation for wasting my time.  My time is important and expensive, yet they don't care.  They repackaged the headphones and lied about everything being included.  What did they offer me as additional compensation?  10% off my next headphone purchase... Seriously!  \n\nWTF are these guys thinking?  Who does Fry's stay in business operating like this?  If I operated this way, I'd be out of business in a heartbeat.  \n\nDon't waste your time with the sh!thole.  They don't care about the customer.  Save yourself money, frustration, and time by going to Best Buy, Costco, or Amazon.  Eff Fry's!",0.0,0.9994456171989441
327006,3,"Having moved from up north in 2001, I was a bit hesitant to check out a Charlotte Checkers game.  I went in 2002 when they played in what is currently Bojangles Coliseum.  The game was fun, although the atmosphere and the play was definitely not what I was used to.  That version of the Checkers played in the ECHL, 2 levels below the NHL, and most players never make it to the top rung.  The league is know for fights, and there still are a lot in it\n\nFast forward to 2005 and the Checkers move uptown into the new arena.  An ECHL team playing in this building was definitely a unique as most teams play in small arenas and civic centers.  After working out some kinks the first season, the games were still enjoyable, and for tje most part affordable.  Lower leveel tickets could be had for about $10.\n\nFast forward to the present Checkers team.  Last year, the Checkers owner bought the Albany River Rats, the Carolina Hurricanes top farm team (the equivalent to AAA baseball).  He moved them to Charlotte to begin play at the beginning of the 2010-11 season and had them assume the Charlotte Checkers name.  So, now the play is even better, and these players are going back and forth between Raleigh and Charlotte.  Some players who play here can be seen playing for the Canes on the Fox Sports networks.  The quality of play is 100x better than the ECHL.  The arena isn't always perfect for hockey due to the offset ice, no slope seats, and thick stantions between the glass.  However, with lower level seats now starting at $12, and upper level seats (when opened) for $10, to see hockey one step away from the big leagues is not a bad deal.  They also have a lot of promos with ticket packages, giveways, and free tickets by making donations.  Just go to their website to find them.\n\nThere were 12,512 fans at the first AHL home game, which set a Charlotte hockey record (although many came from Raleigh).  Despite the 4-2 loss, everyone enjoyed the experience.",1.0,0.9952869415283203
100705,0,"Honestly, Ive never written a bad comment on Yelp. But this place kind of deserves it. A group of 6 of us went on a busy Saturday morning. We knew that there would be a wait, but didn't antisipate an hour wait, epecially when we were told 20 minutes. When they finally called our name 30 minutes after we checked in, 3 of us came to the host stand ready to be seated. The incredibly RUDE host told us that we needed our whole party to be seated ( I really wish she would have told us that when we checked in!!!) After the rest of our party had arrived, we walked up to the host stand and informed them that our party was complete. She then informed us that we would have to wait for a table to get up because they gave our table away. No big deal, so we stood up front and waited..... and waited..... and waited. Until finally the hostess heard us talking about how long we had waited, so she begrudgingly led us to our table while she rolled her eyes at us. The service once we sat at the table was fine, and the food was excellent. But i have NEVER been treated like that before as a guest.\n\nI have been in the Restaraunt industry for almost 8 years, 5 of which I was a host, and 3 years as a server. I usually am not one to complain because I know how it is being on the other side of things. But seriously, the front of house service here is absolutely appauling. In my 8 years, I have NEVER treated a guest the way that I was treated here. Hopefully they hire some good people soon...",1.0,0.9769157767295837
399559,1,"Surprised this place got such good reviews.It just seemed like bland, lukewarm food and tasteless sauce to me. The ambience left alot to the imagination too. Server seemed to have too many tables to keep up with. I feel like Olive Garden has more flavor than the food I had here.",0.0,0.998651921749115
638311,2,"I've been wanting to try The Crafter's Barn ever since it opened about 6 months ago. Lucky me - a Living Social deal came up and it was offering a hot stone steak meal and beer chips for 2 people so I promptly bought the deal and as promptly booked a table for 2 :)\n\nBelgian beer lovers will be delighted with this place as it has a nice selection of beers. We were greeted friendly and the waiter soon came to take our orders and was happy to explain some of the beers that were listed. I chose the Kriek as it's a great winter beer in my opinion. \n\nWe ordered hot stone fillet steaks with skinny fries and beer fries and shared a peppercorn sauce.\n\nA while later the steaks appeared. We cooked them ourselves on the extremely hot lava stones. Now this is where I'm a bit undecided. Yes, I like to cook my own food but perhaps not when I'm dining out in a restaurant? \nAnyway, the waiter told us the best way to cook the fillet steak is to cut thin slices off and cook them as you wish. \n\nThe steak was alright but I felt I was perhaps too focused on cooking it to truly enjoy it. There was nothing wrong with it per se, but it didn't wow me. The skinny fries looked nice and tasted ok. \n\nThere were a couple of nice desserts on the menu, e.g. belgian waffles with vanilla ice cream and chocolate sauce. It sounded very tempting but we decided to get the bill at this point. \n\nI'd be happy to go back and try some of their pizzas as they looked good. Until that time, three stars for  now :)",1.0,0.9583348631858826
236111,1,"It is a greasey burger, their onions are strong even when cooked which usually carmelizes and mellow them out.  I enjoyed Smashburger a bit more",1.0,0.998826801776886
141017,2,"Good Place - deceiving name - I have had memphis style barbeque this is pretty good.  I did not see their smoke pits and I did not smell burning wood so I don't know if they really cook slow and low, but they claim they do.\n\nThe best i tried were their burnt ends - stick with the beef here.  Oh yeah tell them not to slather sauce all over your plate.  You do not want all your meats to taste the same.",0.0,0.9429963827133179
212646,0,"Hello all you foodies out there :)\n\nToday I will give you our opinion of JOES BBQ.\n\nAnd I do realize food is a preference and I am a very picky person.\n\nI realize Joes has its local following, however from a girl who has tried many of the BBQ joynts here in the greater Phoenix area I have to say.... I DONT GET IT?\n\nI was being fair in trying Joes twice.....just to make sure it wasent an off day.\n\nWe first went to Joes pick up window a few weeks ago and tried a slab of ribs and a combo plate with chicken, ribs and some bbq beef and bbq pork.\n\nI enjoy some good \""fall off the bone\"" ribs but what I got was a slab of \""pry off the bone\"" ribs.\n\nI must say the bbq sauce was ok but the meat was tough and chewy and I was extremely dissapointed.\n\nOn the combo place the chicken was dry as were the meats.\n\nI would like to compliment the MAC and CHEESE which is better than most and the BBQ BEANS were also tasty.\n\nI called  Joes to ask if I could bring back the ribs, of which I ate 2 bones, and get our money back and I was transfered to a very friendly manager who talked me into letting her send us a gift card so we can try again.\n\nShe insisted their ribs are normally \""fall off the bone\"".\n\nI told her I would prefer to bring back the food so she can see for herself what we spent good money on, but she talked me into trying again.\n\nOk, so here it is a few weeks later and we happen to be on Gilbert Rd and decided to  try again.\n\nWe got a 1/4 pd bbq beef sandwich and a 1/3 pd bbq pork sandwich.\n\nThe order taker gave a choice of sliced pork or chopped of which I prefer chopped.\n\nWhen we got home what we had was a bun and in a seperate styrofoam container a slop of what I am assuming was the bbq beef that looked disgusting and tasted equally as disgusting.\n\nNO bbq sauce on the side!\n\nThe bbq pork was plain, dry,  big hard hunks of pork and only one small side of bbq sauce, not nearly enough to wet the pork or even cover the pork.\n\nBoth sandwiches were thrown away... \n\nFor dinner we ate mac and cheese and a small side of bbq beans.\n\nSo now I have to ask again.....PEOPLE..... PLEASE get in your car and drive into Phoenix to BOBBY Q's BBQ and give their food a try.\n\nI realize we all want a good place close to home but Joe's simply doesn't do it for us.\n\nLuckily the gift card we received is also good at JOES farmhouse grill...which is a fun place to visit, otherwise we would have sent the card back with a \""thanks...but no thanks.... even free it's not worth it!\n\nWe would rather drive 1/2 hour to BOBBY Q's and enjoy some real good BBQ.\n\nYou can look back at my review of BOBBY Q's.  \n\nWe went there many times and have NEVER been dissapointed and I am a TOUGH critic!\n\nI would suggest if you decide to eat at Joe's, try the root beer...it is quite good!\n\nIf you enjoy corn bread..... dont eat it here...it is $2.29 for a small square of thin corn bread.  The taste is ok, but not at all worth the price.\n\nAnd so I repeat.... I DONT GET IT!  nor do I like it! Nor will be back or recommend  Joe's to anyone.\n\nThis is just 2 peoples opinion, but as I always suggest.... give it a try and see what you think, and before you make a decision...try BOBBY Q's and compare.\n\nAnd until you do......\n\nBon Appetite'",0.0,0.9975935816764832
669977,2,"It could have all 5 stars if the service was better... Food is very good most of the times, but yesterday my pork kebob had way to many bones! They made me wait for my drink and then for my sauce, so if you like your food without soda and ketchup go for this place:))",0.0,0.9782633185386658
370877,0,"If Pirates took over your school cafeteria and gave you a choice to walk the plank or eat their fish & chips, better put on your swim trunks and practice your backstroke.\n\nThis was the worst excuse for food I have had in a long time. The fish was square frozen patties that didn't even have a Mrs. Smiths nostalgic taste to them. Instead it reminded me of the movie Soylent Green where the people ate the equivalent of vitamin and protein filled Power Bars. No flavor, no texture, just something to eat because there wasn't anything else. Even their special Pirate Dipping Sauce can only be described as \""red.\""\n\nIt's not the end of the world yet, and there are a lot of better tasting things out there to spend your $5 on.",0.0,0.999688982963562
660104,3,"i work at the hospital at sunrise and im always here to eat there great food! good variety of food, but my favorite is there philly cheesteak special! i always order from then and i like how they deliver too becuase sometimes i cant make it there so i order to go! deliveries are so much easir for me tho! love it",1.0,0.9991790652275085
172517,0,"Seriously, the people that gave this place a 5 star do not know anything about a good steak. This was the worst place ever. The ambiance was cool, the service was amazing, but the food was crap. My BF and I are steak lovers and we make it a point to try all the steakhouses we can. Sooooo based on the reviews on yelp, we thought we would give this place a shot. Big mistake. We ordered that Kobe aged crap they had and it was horrible AND it's not supposed to be! Also, the lobster I ordered was super rubbery and the lobster bisque was yuck. Actually, the side of wild mushrooms was the only thing that saved the meal - plus the bottle of red wine. Urgh...just thinking about it all over again makes me so mad - Never again.",0.0,0.9953593611717224
243016,0,"BY FAR the worst customer service, I always am on the phone for at least 30 minutes. when trying to figure out why my bill is so high, \""I DON'T KNOW\"" is the worst answer to give... i only have wifi with them because it's the only option in my area. I have disconnected my cable and phone simply because i could not put of with cox and their B.S. anymore. Be careful about their hidden fees and taxes..always ask and I would suggest recording your phone call because MANY consultants don't tell you how much the start up fees are.",0.0,0.9997912049293518
649343,1,"The facilities are great, but the spin classes are not good. There are only two spin classes offered in the evenings, one on Tues and one on Thurs.  Dallas, who is in charge of group classes, teaches the Thurs and her idea of motivating her participants is to SCREAM \""Push\"", \""Push it!\"" every 6 seconds. It's the worst spin class I've ever taken in my life and I've taken spin for 15 years. She throws in a few \""woo hoo\"" at the top of her lungs too, all this while being microphoned. She's like a caricature of a class instructor that you would see on an SNL skit from the 80's. For the amount of money I pay for this gym, I expect quality instructors who know how to motivate a class in ways other than screaming the same word over and over for 60 minutes.  There were also no jumps, spinning was not on beat, just up hill and downhill. \n\nThe class seats 50 and there were less than ten people in the class which shows you how bad it is. I hope the Tues spin instructor is better and I hope they add more spin classes without Dallas teaching them.\n\nI would give the gym one star, but the equipment is nice, facilities are clean, and employees are nice. I just want better and more spin classes.",0.0,0.9992000460624695
527808,3,nice coffee and a delicious brunch with eggs and lots of fruit!. will be back,1.0,0.9998323917388916
152642,3,"I've eaten here about 10 times and I get the same thing every single time.  So take this review for what it is.... limited in scope.  The Margarita's are fantastic. I enjoy them.  The chips and salsa are good, and of course the salsa is HOT. The dish I love is the chicken enchiladas with a cooked egg on top. Not as good as Mi Nidito in Tucson, but still pretty darn good and worth the trip.",1.0,0.9997668862342834
554003,2,"After leaving Coronado Beach, I was so upset to come back to Vegas and have crap access to good restaurants. So I tried Bachi. \n\nThe food was pretty good. I felt like I'd gained 30 pounds and blocked a few arteries after my meal, but... it's a burger joint.. I love the grass-fed option. I won't give it 5 stars, because it was a bit greasy for my liking, but nothing near 5 Guys' status. It was $39 for 2 meals. Pricey but nothing insane. Great option to have in Vegas!",1.0,0.7717832922935486
590233,4,"We adopted little Ralphie from HALO. One of the volunteers had got him out of the kennel and left us take him out into the gated/fenced area. My husband and I left to get some lunch and discuss the possibility of taking little Ralph home. We returned after lunch and started the process. They set us up in a meet and greet room for one on one time with Ralph, who was just as poilte as any dog could be. They provided a colar and a bag of dog food and the adoption fees include the neuter, vaccinations and micro-chipping. Good organization.",1.0,0.880368709564209
207314,0,"Let me start off  by saying this place is BAD with a capital B. I was in Vegas last week, the weather was awesome, the entertainment and the food were all great up until the point we stepped into this place. It was our last night  in Vegas and last dinner, so my father in law picked this place because he heard it was a bbq rib place and that's what we craved. We had tickets to a comedy show later that  evening so we left 2 hours earlier so we could have dinner. We parked at Mirage hotel next door and we walked over to Treasure Island (thats where the restaurant is located) MIND YOU ON THE WAY OF PASSING MANY GOOD PLACES TO EAT ---California kitchen and the deli Joint in Mirage.. When we first got there we passed through a bar where people were taking cowboy dance lessons, there was a bar, dance floor and a bull riding area. We walked up to reception and she stated it would be a 30 minute wait meanwhile I could see in the backround empty tables. So went back to the bar area, had a bear and was listening to an annoying dance instructor, left, side step and so on so on, over and over. After 20 minutes we went back to see if they had a table and she said it might be another 35 minutes but, she stated if you sit at the bar you can be seated right away and you can eat there. Even though I don't like to eat at the bar we were pressed for time as it was already 8:05pm and the show started at nine so we dicided to take the bar area. When we get there we were greeted by Kimi the bartender/waitress, she asked if we would like something to drink and I got an ice tea and a beer for my father in law.When we were in there we noticed multiple empty tables, so my father in law tried to mentioned if we could sit at one. She stated that we would have to speak to the hostess and said \""we were confusing her\""--dumb waitress syndrome.......Anyways we oredered ribs/pulled pork combo with a side of baked beans and mac and cheese...We waited another 25 minutes as it was 8:35 pm and we had 25 minutes to spare. I asked the other bartender Liz if she knew when are food was coming. So Liz went to our original waitress Kimi (literally 2 feet away from us ) and asked about our food, Kimi then stated \"" it is really busy\""---sarcastically. She went in the kitchen came back and stated to us \""the ticket is still on the board,there is nothing I can do, sorry\"" sorry was very sarcastic. We recieved our food at 8:40 pm, when we got there an hour earlier, finally. First of all I felt rushed and the food really sucked. Let me elaborate  on that the ribs were cold and tuff, the beans were blah, the mac and cheese was horrible and the pulled pork was on a wet piece of bread (awful). I tried everything but, I couldn't eat---it was that bad. 90% of waht they served me was left on the plate. They asked me how was it, we stated it was awful...At that point we asked for the bill and they went on to speak to the manager. They spoke and came back with the bill. They only charged us for the drinks and I asked were was the food on the bill, they stated we took it off _---which was a nice gesture but, we still tpped 11.50 as the bill would have been approx $55 dollars and they only charged us 8.50 for the drinks. At that point they \""the waitress\"" ignored and gossiped about us two feet away from us as if we were deaf and did not acknowlede us on the way out as we still stated thank you. Note: the manager was out socializing with one table before the incident as I observed him taking pictures and with no mind of the action as the restaurant was full by this point and he did not apologize to us, rather he went to sit right back at the same table after the waitresses spoke to him---poor mgmt skills.....Kimi should not be in customer service---probably the worst service ever and attitude galore. The manager/owner is to blame in all of this as he's running a train wreck waiting to happen...DO NOT GO TO THIS RESTAURANT ----IT SUCKS\nDO NOT RECOMEND NOT TO MY WORST ENEMY--If I could give a 0 star I would as it is not deserving of even one star, poor food, poor service, poor management....With so many good places to eat in Vegas this place is on the strip and a tourist trap--It gives Vegas reputation a shot in the gut....",0.0,0.9981119632720947
65543,1,"We ate at Joyful House two saturdays ago. We ordered egg rolls, kung pao shrimp and roasted duck. The duck was a major disappointment. It looked decent at first, but once I dug in it was fatty, tough and grizzly. I've never had to work so hard to get to the meat before. Our waiter came by and asked how we were doing, I mentioned that the duck was very difficult to eat. He brought me wet naps. It was appreciated, but a knife might have been more helpful. \n\nPhotos are posted.",0.0,0.9923927783966064
168597,0,The attitude of the host stinks really bad\nTold us half hour wait turned out to be one hour . Avoid waiting there,0.0,0.9997583031654358
504918,4,"I want to live in Baby Blue! Not really, but I simply am in love with Cupcake Delirium. Mr. & Mrs. Cupcake D are so nice & friendly, too!\n\nI am so happy Nicole W. chooses to use them for pretty much every Elite event. YAY!\n\nPrices are fantastic & can we talk about presentation? They come in these cute plastic \""to go\"" cups, which are great for taking home / traveling. Not to mention how crafted the actual cupcakes are. Like Faith D. mentioned, they are works of art!\nSo soft & moist - not dry like some cupcakes are.\n\nMy favorites are the smores, red velvet & the mint chocolate. Mmmm.",1.0,0.9995317459106445
60773,4,"My friend Charles T. has told me over and over again that I had to come with him to experience \""Real\"" Vegas as he calls it. This was one of his local spots that he stays. \nBy the website the Artisan looked cool. Dark and artsy hotel. Show me something else I haven't seen...But believe me this place is way better in real life! The lounge plays this really dark lounge music and they play old Hitchcock films on the TVs. There is art everywhere! The beds are so cozy. The best part is the food! we ordered a grilled salmon and some omelets (don't judge I was starving from a late night in Vegas!) I have never eaten better food! I will never stay at another hotel! This place is the only place to stay in Vegas!",1.0,0.9909186363220215
664926,4,"Rosie McCaffrey's is my favorite Irish pub, nay my favorite bar of all time! I can always find a seat at the bar and I can always find decent people to converse with. Bartenders are super nice and friendly. As far as the food goes I can't say too much, I've only ever really had the wings and they are sufficient. I mainly go for the vibe and to relax with a nice ale. Love going on Friday or Saturday nights because the bands are always top notch and everyone always seems to be having a good time.\n\nHonestly, I've had quite a few experiences here in 6 years. Met some amazing people. Exchanged some numbers. Had deep introspective conversations with close friends and strangers. It's always been a great time and isn't that what it's all about? \n\nI can't recommend this place enough. Give it a chance and if you're disappointed you're  probably just a sad hollow shell of a human being.",1.0,0.9953617453575134
539451,3,"Love visiting this place when going to classes at CPCC on central campus.  The food is great and always quick service.  They have a nice outdoor sitting area.  I enjoy the steak burrito while the wife always gets a bowl, and the spices have always been just right for me.  Not too spicy but enough flavor to give a little kick..  The best part of this location is walking over to the Cherry Berry in the Metropolitan Shopping center for desert.",1.0,0.9997360110282898
498075,0,"SO again I venture in today early for a breakfast item.... hard to decide so I go with the special of the Day.... A green chili burger and a side of fries... Ii have had this before and needles to say it was great prior... not so much this time... they forgot to put the green chili sauce on the burger... what a disappointment... while I was awaiting my meal a gentleman was also there who seems like a regular picking up breakfast burritos to the point the owner knows what burrito by name the customer is talking about and asks for chips to go after the bill was paid... the girl says \""this would have been nice to know before as we charge for chips before 10AM\"" so the customer lets it go after saying that's crazy we are regulars and spend a lot of money here on a regular basis..... as he is waiting he gives me a look like I know exactly what he is talking about.... so after his food is ready he asks again so can I get some chips? her reply was \""like I said before I would have liked to have know this before so I could charge you\"" Customers reply was that's fine I wont be coming back, and walks out...\nhe forgot his keys apparently and returns 5 minutes later... the waitress or cashier reply's \"" I thought you weren't coming back\"" WTF who says that to a customer in the first place? he leaves and raises his voice this time. he replies this time I really won't be back and I will not refer any of my clients to you either!!!! I do not blame him one bit... as I tried to enjoy my burger that was incorrect in the first place the taste went bad rapidly as I overheard to owner and the cashier talk bad about him for the next 5 minutes... also to add to the prior statement the owner's reply to the customer was \""that's fine we don't need you\""\n\nI rapidly got up and made my final exit!!!!! the sad thing is the food is great but the lack of service over a .30 cent bowl of chips is sad...... I would have been happy myself with a bowl of chips and it would have made a great start to my day!!!! but they proved otherwise toady.....\nWHAT A DISAPPOINTMENT!!!!!!!\n\nvery poor service and a lack of respect for others... I am A business owner and we were awarded by a notable company recently for BEST OF MESA 2014   so I get the customer service aspect which lacks greatly here......",0.0,0.9995189905166626
276937,3,They have fried mandoo and the first place I found in all of Vegas Korean restaurants with NORI!!! I got the meat juhn Mmmmmmm,1.0,0.9538002014160156
102177,1,"Poor service and food is overpriced. The food should taste a lot better for what you pay. Also, it's really hard to get a table.",0.0,0.9997480511665344
